,workclass,education,age
9050, Private, HS-grad,44
9051, Private, Bachelors,25
9052, Private, HS-grad,29
9053, Private, HS-grad,50
9054, Private, HS-grad,18
9055, Private, Bachelors,74
9056, Private, 9th,22
9057, Private, Bachelors,27
9058, State-gov, Some-college,27
9059, Private, Prof-school,41
9060, Private, Some-college,24
9061, Private, HS-grad,23
9062, Self-emp-not-inc, Prof-school,34
9063, State-gov, Bachelors,46
9064, Private, Prof-school,32
9065, Private, HS-grad,41
9066, Private, Assoc-voc,29
9067, Private, 9th,48
9068, Private, HS-grad,51
9069, State-gov, 12th,34
9070, Private, Bachelors,58
9071, Private, HS-grad,52
9072, Self-emp-not-inc, Bachelors,37
9073, Private, Some-college,53
9074, Private, Assoc-voc,54
9075, Private, HS-grad,36
9076, Private, Assoc-voc,25
9077, Private, Some-college,20
9078, Private, Assoc-acdm,23
9079, Self-emp-inc, Bachelors,39
9080, Self-emp-not-inc, 10th,20
9081, Private, Assoc-voc,28
9082, State-gov, HS-grad,73
9083, Private, HS-grad,67
9084, Private, Bachelors,56
9085, Private, Assoc-voc,32
9086, Private, Some-college,42
9087, Private, HS-grad,33
9088, Private, HS-grad,37
9089, Private, Some-college,33
9090, Private, 10th,31
9091, Private, Masters,59
9092, Private, HS-grad,21
9093, Self-emp-inc, Some-college,58
9094, Local-gov, 10th,24
9095, State-gov, Some-college,26
9096, Private, 11th,26
9097, Local-gov, Masters,33
9098, Private, Bachelors,25
9099, Private, 10th,21
9100, Private, HS-grad,24
9101, Self-emp-not-inc, Assoc-acdm,39
9102, Private, Some-college,68
9103, Self-emp-not-inc, Some-college,66
9104, Private, Bachelors,38
9105, Private, Masters,41
9106, ?, 7th-8th,71
9107, Private, HS-grad,37
9108, Self-emp-not-inc, Masters,54
9109, State-gov, Bachelors,27
9110, Private, Bachelors,49
9111, State-gov, Some-college,19
9112, Private, Some-college,25
9113, Federal-gov, Some-college,47
9114, Private, Some-college,40
9115, Private, Bachelors,38
9116, Private, HS-grad,25
9117, Private, Some-college,25
9118, Private, 10th,23
9119, Private, Masters,28
9120, Private, HS-grad,29
9121, Private, 11th,32
9122, Private, HS-grad,34
9123, Private, Bachelors,52
9124, Self-emp-not-inc, HS-grad,33
9125, Private, Some-college,19
9126, Private, Doctorate,68
9127, Private, 10th,41
9128, Self-emp-inc, HS-grad,18
9129, Private, Some-college,29
9130, Private, Masters,40
9131, Self-emp-not-inc, Masters,51
9132, Private, Some-college,49
9133, State-gov, Some-college,20
9134, Local-gov, HS-grad,38
9135, Private, 5th-6th,57
9136, Private, Some-college,35
9137, Private, 11th,66
9138, ?, Bachelors,27
9139, Private, Assoc-voc,25
9140, ?, Masters,77
9141, ?, 10th,19
9142, Private, HS-grad,70
9143, Self-emp-not-inc, 7th-8th,59
9144, Private, Bachelors,25
9145, Local-gov, Prof-school,44
9146, Private, Masters,37
9147, ?, 10th,75
9148, ?, HS-grad,21
9149, Private, HS-grad,21
9150, Federal-gov, HS-grad,47
9151, Private, HS-grad,20
9152, State-gov, HS-grad,32
9153, Private, HS-grad,28
9154, Private, HS-grad,53
9155, ?, HS-grad,19
9156, Private, Some-college,58
9157, Private, HS-grad,22
9158, Private, 11th,23
9159, Private, HS-grad,21
9160, Private, HS-grad,36
9161, Private, Some-college,39
9162, Local-gov, Bachelors,34
9163, Local-gov, Masters,41
9164, Private, Bachelors,72
9165, Private, HS-grad,34
9166, Local-gov, Bachelors,51
9167, Self-emp-not-inc, Assoc-voc,32
9168, Private, Some-college,38
9169, Private, Some-college,37
9170, ?, Some-college,21
9171, Private, Some-college,21
9172, Private, Some-college,26
9173, Private, Some-college,34
9174, Private, Some-college,18
9175, Private, 11th,27
9176, Private, Some-college,20
9177, Private, Assoc-voc,36
9178, ?, Bachelors,31
9179, Private, Bachelors,32
9180, Private, HS-grad,54
9181, Local-gov, Masters,34
9182, Private, Some-college,46
9183, Private, 11th,33
9184, Private, Bachelors,32
9185, Private, Assoc-voc,42
9186, Private, HS-grad,30
9187, Private, Some-college,37
9188, Private, HS-grad,28
9189, Private, Bachelors,25
9190, Self-emp-not-inc, Some-college,44
9191, Private, HS-grad,40
9192, Private, Some-college,36
9193, Private, Some-college,21
9194, State-gov, Doctorate,39
9195, Private, Bachelors,24
9196, Private, HS-grad,46
9197, ?, Bachelors,47
9198, Private, Bachelors,47
9199, Private, Prof-school,35
9200, Self-emp-not-inc, 7th-8th,60
9201, Private, Bachelors,35
9202, Private, HS-grad,33
9203, Private, Assoc-acdm,21
9204, Private, Bachelors,37
9205, Federal-gov, HS-grad,48
9206, Private, 7th-8th,58
9207, Private, HS-grad,21
9208, Private, HS-grad,22
9209, Private, HS-grad,22
9210, Self-emp-not-inc, Masters,28
9211, ?, Assoc-voc,33
9212, Federal-gov, HS-grad,23
9213, State-gov, HS-grad,58
9214, ?, Bachelors,24
9215, Local-gov, Bachelors,38
9216, Private, HS-grad,49
9217, Private, Bachelors,47
9218, Private, Bachelors,50
9219, Private, HS-grad,21
9220, Private, HS-grad,55
9221, Private, 11th,47
9222, Private, HS-grad,19
9223, Private, HS-grad,47
9224, Private, 11th,36
9225, Local-gov, Assoc-acdm,28
9226, Private, HS-grad,42
9227, Private, Masters,41
9228, Private, Bachelors,46
9229, Private, HS-grad,32
9230, Private, 10th,34
9231, Private, 7th-8th,33
9232, State-gov, Bachelors,60
9233, Private, HS-grad,53
9234, Private, Bachelors,24
9235, Federal-gov, Some-college,39
9236, Private, Some-college,23
9237, Private, Bachelors,50
9238, Local-gov, HS-grad,36
9239, Private, 12th,19
9240, Private, HS-grad,26
9241, Private, HS-grad,38
9242, Private, Bachelors,41
9243, Private, Some-college,22
9244, Private, Assoc-acdm,38
9245, ?, Some-college,72
9246, Private, HS-grad,39
9247, State-gov, HS-grad,35
9248, Local-gov, Some-college,38
9249, Private, HS-grad,19
9250, Private, HS-grad,26
9251, Private, Bachelors,52
9252, Private, 5th-6th,41
9253, Private, HS-grad,45
9254, Federal-gov, Some-college,58
9255, Private, Bachelors,34
9256, Private, HS-grad,36
9257, Without-pay, HS-grad,19
9258, State-gov, 11th,26
9259, Private, 10th,60
9260, Self-emp-not-inc, HS-grad,35
9261, Private, 10th,39
9262, Private, HS-grad,27
9263, Federal-gov, Masters,26
9264, Private, 12th,17
9265, Self-emp-not-inc, HS-grad,59
9266, Local-gov, HS-grad,53
9267, Private, 11th,35
9268, Local-gov, Some-college,34
9269, Private, HS-grad,36
9270, Private, HS-grad,36
9271, Private, HS-grad,21
9272, Private, Some-college,29
9273, Private, Bachelors,35
9274, Self-emp-not-inc, Bachelors,59
9275, Private, Some-college,22
9276, Local-gov, Masters,50
9277, Federal-gov, Bachelors,24
9278, Private, Bachelors,36
9279, Private, HS-grad,31
9280, Self-emp-not-inc, Some-college,42
9281, Private, 7th-8th,38
9282, Private, HS-grad,52
9283, Private, 10th,46
9284, Private, Some-college,23
9285, Private, 5th-6th,54
9286, Private, HS-grad,27
9287, Private, Bachelors,42
9288, State-gov, HS-grad,33
9289, Private, Assoc-acdm,19
9290, Private, 11th,59
9291, Private, HS-grad,54
9292, Private, 7th-8th,48
9293, ?, Some-college,19
9294, Private, HS-grad,45
9295, Private, Bachelors,36
9296, Self-emp-not-inc, Assoc-acdm,35
9297, Private, Some-college,47
9298, Private, Bachelors,33
9299, Self-emp-not-inc, Bachelors,48
9300, Private, HS-grad,42
9301, Private, Some-college,19
9302, Self-emp-inc, Bachelors,64
9303, Self-emp-not-inc, Bachelors,51
9304, Federal-gov, HS-grad,20
9305, Private, HS-grad,28
9306, Private, Masters,52
9307, Self-emp-not-inc, Some-college,29
9308, Private, Bachelors,51
9309, Private, HS-grad,36
9310, Private, Bachelors,43
9311, Private, Some-college,52
9312, Private, HS-grad,50
9313, Private, Some-college,25
9314, Private, Assoc-acdm,36
9315, Private, Some-college,44
9316, Private, 10th,47
9317, Private, HS-grad,32
9318, Private, Masters,37
9319, Private, HS-grad,40
9320, Self-emp-not-inc, HS-grad,34
9321, Self-emp-inc, Some-college,35
9322, Private, Some-college,26
9323, Self-emp-not-inc, Bachelors,49
9324, ?, Bachelors,63
9325, Self-emp-not-inc, Bachelors,46
9326, Local-gov, Some-college,31
9327, Private, Assoc-voc,22
9328, Private, Some-college,20
9329, Private, Doctorate,52
9330, Private, Some-college,26
9331, Private, Bachelors,34
9332, Private, 9th,31
9333, Private, HS-grad,46
9334, Private, 7th-8th,22
9335, Private, Assoc-voc,38
9336, Private, HS-grad,35
9337, State-gov, Some-college,27
9338, Private, Assoc-acdm,27
9339, Private, Some-college,46
9340, ?, HS-grad,40
9341, Private, Some-college,19
9342, ?, HS-grad,69
9343, Private, Some-college,20
9344, Federal-gov, Bachelors,34
9345, Private, Masters,49
9346, Private, Some-college,27
9347, Private, Some-college,59
9348, Private, Bachelors,45
9349, Private, Some-college,21
9350, State-gov, Assoc-voc,51
9351, ?, 11th,64
9352, State-gov, Doctorate,41
9353, ?, 12th,18
9354, Private, Masters,49
9355, Private, HS-grad,51
9356, Private, Some-college,20
9357, Self-emp-not-inc, HS-grad,69
9358, ?, HS-grad,18
9359, Private, HS-grad,43
9360, Private, HS-grad,50
9361, Private, HS-grad,32
9362, Local-gov, HS-grad,27
9363, Private, HS-grad,38
9364, Private, HS-grad,62
9365, Private, HS-grad,46
9366, Private, Some-college,19
9367, ?, 10th,17
9368, Private, HS-grad,21
9369, Private, Bachelors,36
9370, Private, 12th,36
9371, Private, HS-grad,23
9372, Private, Bachelors,58
9373, Private, Bachelors,40
9374, Private, Some-college,64
9375, Private, 11th,66
9376, Private, HS-grad,42
9377, Private, Some-college,55
9378, Private, Some-college,53
9379, Private, HS-grad,25
9380, Private, Some-college,39
9381, Private, HS-grad,20
9382, Private, HS-grad,32
9383, Private, Bachelors,28
9384, Federal-gov, Assoc-acdm,23
9385, Private, HS-grad,18
9386, Self-emp-not-inc, HS-grad,43
9387, Private, HS-grad,29
9388, Private, Some-college,32
9389, Local-gov, HS-grad,31
9390, Private, 5th-6th,60
9391, Private, Some-college,42
9392, Private, Masters,46
9393, Private, HS-grad,38
9394, Private, 11th,18
9395, Private, HS-grad,31
9396, Private, HS-grad,54
9397, Private, Some-college,46
9398, Self-emp-not-inc, HS-grad,27
9399, Local-gov, Bachelors,50
9400, Self-emp-not-inc, 7th-8th,38
9401, State-gov, Masters,36
9402, Private, HS-grad,25
9403, Private, HS-grad,19
9404, Local-gov, Some-college,60
9405, Local-gov, 9th,45
9406, Private, Some-college,21
9407, Private, HS-grad,42
9408, Private, HS-grad,38
9409, ?, Some-college,22
9410, Private, HS-grad,19
9411, Private, Some-college,23
9412, Private, Some-college,24
9413, Private, Assoc-acdm,30
9414, Private, Some-college,62
9415, Self-emp-not-inc, Prof-school,26
9416, Federal-gov, Bachelors,42
9417, Private, HS-grad,33
9418, Self-emp-inc, Doctorate,54
9419, Private, Bachelors,35
9420, Private, HS-grad,33
9421, Private, HS-grad,45
9422, Private, Bachelors,62
9423, Private, HS-grad,24
9424, Local-gov, Some-college,50
9425, Private, Bachelors,54
9426, Private, 7th-8th,58
9427, Self-emp-inc, HS-grad,39
9428, Private, HS-grad,32
9429, Private, Bachelors,27
9430, Private, HS-grad,27
9431, Private, Some-college,20
9432, Private, 7th-8th,64
9433, Self-emp-inc, Masters,55
9434, Private, HS-grad,46
9435, Private, Some-college,45
9436, Private, HS-grad,26
9437, Private, HS-grad,36
9438, Private, Bachelors,25
9439, Private, 10th,58
9440, Self-emp-inc, Bachelors,39
9441, Private, HS-grad,47
9442, Private, Masters,35
9443, Private, HS-grad,38
9444, Private, 11th,50
9445, Private, HS-grad,36
9446, Private, 5th-6th,28
9447, Self-emp-not-inc, HS-grad,44
9448, Private, HS-grad,40
9449, Private, Some-college,55
9450, Self-emp-not-inc, HS-grad,29
9451, Private, HS-grad,33
9452, ?, Some-college,19
9453, Private, Bachelors,32
9454, Local-gov, Masters,45
9455, Private, HS-grad,23
9456, Private, Assoc-voc,31
9457, Private, Some-college,22
9458, Private, HS-grad,59
9459, Private, Some-college,32
9460, State-gov, Some-college,49
9461, Private, Some-college,22
9462, Private, Some-college,26
9463, State-gov, Some-college,23
9464, Self-emp-not-inc, Some-college,55
9465, Private, HS-grad,47
9466, Private, HS-grad,44
9467, Private, Some-college,27
9468, State-gov, Masters,40
9469, Self-emp-not-inc, Bachelors,32
9470, Private, Some-college,20
9471, Local-gov, HS-grad,84
9472, Private, Some-college,40
9473, Private, Bachelors,37
9474, Private, Some-college,44
9475, Private, Some-college,47
9476, Self-emp-not-inc, Some-college,62
9477, ?, Some-college,19
9478, Private, HS-grad,47
9479, Local-gov, HS-grad,44
9480, Local-gov, Bachelors,26
9481, Private, Some-college,36
9482, Private, 11th,52
9483, Private, Some-college,33
9484, ?, HS-grad,48
9485, Private, HS-grad,33
9486, Private, Bachelors,25
9487, Private, Bachelors,62
9488, Private, Some-college,38
9489, Private, HS-grad,46
9490, ?, Some-college,18
9491, Private, Bachelors,46
9492, Private, HS-grad,38
9493, Private, Some-college,52
9494, Self-emp-not-inc, 7th-8th,63
9495, Private, Some-college,49
9496, Local-gov, 11th,17
9497, Private, HS-grad,33
9498, Self-emp-not-inc, HS-grad,70
9499, Private, Some-college,19
9500, ?, HS-grad,27
9501, Private, Some-college,61
9502, Private, Bachelors,33
9503, Self-emp-inc, Bachelors,46
9504, Private, 10th,29
9505, Local-gov, Some-college,40
9506, State-gov, HS-grad,43
9507, Private, HS-grad,24
9508, Private, Some-college,29
9509, Self-emp-not-inc, HS-grad,61
9510, Private, 11th,48
9511, Private, Some-college,19
9512, Private, Some-college,30
9513, Private, Some-college,24
9514, Local-gov, Masters,39
9515, Self-emp-inc, Some-college,46
9516, Private, HS-grad,40
9517, Local-gov, Bachelors,27
9518, Private, Masters,25
9519, Private, 11th,31
9520, Private, Bachelors,58
9521, Private, HS-grad,33
9522, Private, HS-grad,40
9523, Self-emp-inc, Masters,40
9524, Private, HS-grad,31
9525, Private, HS-grad,33
9526, Private, Assoc-acdm,49
9527, Private, Assoc-voc,24
9528, Private, HS-grad,46
9529, Local-gov, Masters,58
9530, Private, Some-college,20
9531, ?, HS-grad,65
9532, Private, Some-college,43
9533, Self-emp-not-inc, Masters,48
9534, Private, Some-college,41
9535, State-gov, Some-college,27
9536, ?, Some-college,52
9537, Private, HS-grad,26
9538, Local-gov, HS-grad,52
9539, Local-gov, Some-college,52
9540, Private, HS-grad,19
9541, Local-gov, Some-college,39
9542, Private, Some-college,47
9543, Private, HS-grad,27
9544, Private, Some-college,48
9545, Private, HS-grad,50
9546, Private, Some-college,60
9547, Private, Assoc-acdm,28
9548, Federal-gov, HS-grad,47
9549, ?, Bachelors,69
9550, Self-emp-not-inc, HS-grad,40
9551, Private, HS-grad,37
9552, State-gov, Masters,41
9553, Private, HS-grad,38
9554, Federal-gov, Assoc-voc,46
9555, Self-emp-not-inc, Some-college,21
9556, Private, Masters,44
9557, ?, 10th,38
9558, Self-emp-not-inc, Some-college,47
9559, Private, Doctorate,42
9560, Local-gov, Some-college,42
9561, Private, Bachelors,56
9562, Private, Bachelors,32
9563, Private, Bachelors,24
9564, Private, Some-college,26
9565, Self-emp-not-inc, Bachelors,36
9566, Private, 11th,49
9567, Private, HS-grad,65
9568, State-gov, 7th-8th,73
9569, Private, 11th,34
9570, Private, Bachelors,22
9571, Local-gov, Some-college,49
9572, Private, 11th,25
9573, Private, 9th,39
9574, Private, 11th,19
9575, Private, 10th,24
9576, Private, HS-grad,34
9577, ?, HS-grad,35
9578, Private, HS-grad,21
9579, Private, Masters,43
9580, Federal-gov, Bachelors,35
9581, Private, Some-college,39
9582, ?, Bachelors,48
9583, Self-emp-not-inc, Assoc-acdm,33
9584, Private, Some-college,19
9585, Private, 10th,17
9586, Self-emp-not-inc, Some-college,43
9587, Private, HS-grad,62
9588, Local-gov, Masters,53
9589, State-gov, Masters,45
9590, Private, HS-grad,47
9591, Private, Some-college,30
9592, Private, HS-grad,53
9593, Private, HS-grad,24
9594, Local-gov, Some-college,41
9595, Local-gov, 5th-6th,58
9596, Federal-gov, HS-grad,27
9597, State-gov, HS-grad,63
9598, Private, Some-college,50
9599, Local-gov, Masters,43
9600, Self-emp-inc, Some-college,29
9601, Private, Some-college,41
9602, Private, HS-grad,55
9603, Private, HS-grad,36
9604, Local-gov, HS-grad,23
9605, Private, Bachelors,22
9606, Self-emp-not-inc, Some-college,58
9607, Private, 11th,25
9608, Private, HS-grad,40
9609, Private, Assoc-voc,38
9610, Private, Bachelors,37
9611, Private, Some-college,19
9612, Private, 10th,55
9613, Private, Bachelors,55
9614, Private, Bachelors,28
9615, Private, HS-grad,53
9616, ?, HS-grad,32
9617, Private, Some-college,60
9618, Private, Some-college,32
9619, Private, HS-grad,34
9620, Private, Some-college,49
9621, Private, Some-college,21
9622, State-gov, Bachelors,24
9623, Private, Assoc-voc,53
9624, Private, Assoc-voc,29
9625, Local-gov, Bachelors,34
9626, ?, Prof-school,52
9627, Private, 5th-6th,41
9628, Private, HS-grad,21
9629, Private, Masters,43
9630, Local-gov, HS-grad,31
9631, Private, HS-grad,38
9632, Private, Bachelors,42
9633, Private, Bachelors,62
9634, Private, 7th-8th,51
9635, Private, HS-grad,30
9636, Private, Bachelors,24
9637, Private, HS-grad,36
9638, Private, 10th,57
9639, Private, Bachelors,46
9640, Private, Doctorate,33
9641, Private, Some-college,42
9642, Private, HS-grad,62
9643, Self-emp-not-inc, Some-college,64
9644, Private, Some-college,18
9645, Private, 5th-6th,43
9646, Self-emp-not-inc, 7th-8th,62
9647, Private, Assoc-acdm,29
9648, Private, Bachelors,43
9649, Private, HS-grad,39
9650, ?, Bachelors,69
9651, Private, Bachelors,34
9652, Private, Assoc-acdm,44
9653, Private, Bachelors,25
9654, Local-gov, Some-college,47
9655, Private, 10th,17
9656, Local-gov, Bachelors,41
9657, Private, Some-college,19
9658, Private, 1st-4th,57
9659, Private, HS-grad,25
9660, Local-gov, Some-college,37
9661, Private, Assoc-voc,29
9662, Private, Some-college,32
9663, Private, Prof-school,35
9664, Private, 12th,52
9665, Private, HS-grad,41
9666, Private, HS-grad,29
9667, Private, Masters,23
9668, Private, 11th,31
9669, Private, HS-grad,40
9670, Private, HS-grad,19
9671, Private, Some-college,21
9672, State-gov, Bachelors,37
9673, Self-emp-not-inc, Prof-school,49
9674, Local-gov, HS-grad,64
9675, Local-gov, Assoc-voc,37
9676, Self-emp-not-inc, Bachelors,70
9677, Private, 10th,22
9678, Self-emp-inc, HS-grad,29
9679, Private, HS-grad,37
9680, Private, Bachelors,29
9681, Private, 11th,38
9682, Private, HS-grad,27
9683, State-gov, Bachelors,58
9684, Local-gov, Some-college,60
9685, Private, Some-college,20
9686, Private, Some-college,51
9687, Private, 9th,37
9688, State-gov, 12th,22
9689, Self-emp-not-inc, 10th,56
9690, Private, Bachelors,26
9691, Private, Some-college,19
9692, Private, Assoc-voc,37
9693, Private, Some-college,27
9694, Private, HS-grad,27
9695, Self-emp-not-inc, Some-college,52
9696, Private, HS-grad,45
9697, Private, Some-college,28
9698, Private, HS-grad,20
9699, Private, Masters,28
9700, Private, Assoc-voc,44
9701, Private, Bachelors,30
9702, State-gov, Assoc-acdm,26
